id,museum,name,inventory,size,details,era,technique,category,image_url,author,number_of_volume,engraved_or_handcopied
11059,上海博物馆,华嵒 海棠绶带图轴,,,,清,,绘画,,,,
11060,上海博物馆,文徵明 天平龙门图轴,,,,明,,绘画,,,,
11061,上海博物馆,徐渭 鸳鸯莲花图轴,,,,明,,绘画,,,,
11062,上海博物馆,梅清 山水屏之四,,,,清,,绘画,,,,
11063,上海博物馆,梅清 山水屏之三,,,,清,,绘画,,,,
11064,上海博物馆,梅清 山水屏之二,,,,清,,绘画,,,,
11065,上海博物馆,梅清 山水屏之一,,,,清,,绘画,,,,
11066,上海博物馆,陈继儒 近水桃花图轴,,,,明,,绘画,,,,
11067,上海博物馆,王心一 观瀑图轴,,,,清,,绘画,,,,
11068,上海博物馆,管希宁 天香书屋图轴,,,,清,,绘画,,,,
11069,上海博物馆,黄鼎 绿杨系棹图轴,,,,清,,绘画,,,,
11070,上海博物馆,钱杜 孤山横斜图轴,,,,清,,绘画,,,,
11071,上海博物馆,戴熙 杳霭疏钟图轴,,,,清,,绘画,,,,
11072,上海博物馆,钱黯 仿倪瓒山水图轴,,,,清,,绘画,,,,
11073,上海博物馆,吴定 松亭对话图轴,,,,清,,绘画,,,,
11074,上海博物馆,汤贻汾 摹沈周菊花图轴,,,,清,,绘画,,,,
11075,上海博物馆,翁嵩年 山回水抱图轴,,,,清,,绘画,,,,
11076,上海博物馆,叶荣 溪山楼阁图轴,,,,清,,绘画,,,,
11077,上海博物馆,袁洵甫 摹改琦散花图轴,,,,清,,绘画,,,,
11078,上海博物馆,陈师曾 柳荫翠鸟图轴,,,,近现代,,绘画,,,,
11079,上海博物馆,王会 入山访友图轴,,,,清,,绘画,,,,
11080,上海博物馆,王学浩 仿云林山水图轴,,,,清,,绘画,,,,
11081,上海博物馆,程鸣 山水图轴,,,,清,,绘画,,,,
11082,上海博物馆,方士庶 磵曲泉清图轴,,,,清,,绘画,,,,
11083,上海博物馆,单竹孙 刘海像图轴,,,,清,,绘画,,,,
11084,上海博物馆,万上遴 红梅图轴,,,,清,,绘画,,,,
11085,上海博物馆,张栋 山水图轴,,,,清,,绘画,,,,
11086,上海博物馆,黄宾虹 山亭图轴,,,,近现代,,绘画,,,,
11087,上海博物馆,鲍楷 曲磴盘纡图轴,,,,清,,绘画,,,,
11088,上海博物馆,张翀 钟馗像图轴,,,,明,,绘画,,,,
11089,上海博物馆,赵之谦 牡丹图轴,,,,清,,绘画,,,,
11090,上海博物馆,边寿民 菊花图轴,,,,清,,绘画,,,,
11091,上海博物馆,允禧 山水图轴,,,,清,,绘画,,,,
11092,上海博物馆,谢淞洲 拟云林小景图轴,,,,清,,绘画,,,,
11093,上海博物馆,高其佩 山农耕耘图轴,,,,清,,绘画,,,,
11094,上海博物馆,汪之瑞 行书六言诗轴,,,,清,,书法,,,,
11095,上海博物馆,钱载 水仙图轴,,,,清,,绘画,,,,
11096,上海博物馆,金礼赢 杨柳鸣禽图轴,,,,清,,绘画,,,,
11097,上海博物馆,恽向 山水图轴,,,,明,,绘画,,,,
11098,上海博物馆,汪恭 葡萄图轴,,,,清,,绘画,,,,
11099,上海博物馆,方薰 春蔬图轴,,,,清,,绘画,,,,
11100,上海博物馆,闵贞 吕纯阳像图轴,,,,清,,绘画,,,,
11101,上海博物馆,查士标 扶杖看松图轴,,,,清,,绘画,,,,
11102,上海博物馆,汪梅鼎 扬帆远游图轴,,,,清,,绘画,,,,
11103,上海博物馆,闵贞 达摩像图轴,,,,清,,绘画,,,,
11104,上海博物馆,冯景夏 枫落吴江冷图轴,,,,清,,绘画,,,,
11105,上海博物馆,董邦达 仿倪瓒秋林亭子图轴,,,,清,,绘画,,,,
11106,上海博物馆,顾沄 山水图轴,,,,清,,绘画,,,,
11107,上海博物馆,蒋廷锡 牡丹图轴,,,,清,,绘画,,,,
11108,上海博物馆,吴暻、宋骏业 山水合璧二页轴,,,,清,,绘画,,,,
11109,上海博物馆,李因 花鸟屏之三,,,,清,,绘画,,,,
11110,上海博物馆,李因 花鸟屏之二,,,,清,,绘画,,,,
11111,上海博物馆,李因 花鸟屏之一,,,,清,,绘画,,,,
11112,上海博物馆,闵贞 醉八仙图轴,,,,清,,绘画,,,,
11113,上海博物馆,王云 梅花书屋图轴,,,,清,,绘画,,,,
11114,上海博物馆,费丹旭 肖像图轴,,,,清,,绘画,,,,
11115,上海博物馆,文徵明 行书贾至早朝诗轴,,,,明,,书法,,,,
11116,上海博物馆,丁云鹏 摩顶图轴,,,,明,,绘画,,,,
11117,上海博物馆,吕学 人物山水图轴,,,,清,,绘画,,,,
11118,上海博物馆,顾炽昌 摹睢阳五老图册,,,,清,,绘画,,,,
11119,上海博物馆,黄克晦 桃花源图卷,,,,明,,绘画,,,,
11120,上海博物馆,高翔 夏云奇峰图页,,,,清,,绘画,,,,
11121,上海博物馆,刘彦冲、徐康 书画成扇,,,,清,,绘画,,,,
11122,上海博物馆,戴本孝 山水图轴,,,,清,,绘画,,,,
11123,上海博物馆,朱耷 鳙鱼图轴,,,,清,,绘画,,,,
11124,上海博物馆,陈秋草 笼中鸟图轴,,,,近现代,,绘画,,,,
11125,上海博物馆,朱耷 芦雁图轴,,,,清,,绘画,,,,
11126,上海博物馆,龚贤 重山楼阁图轴,,,,清,,绘画,,,,
11127,上海博物馆,张照 梅花图册,,,,清,,绘画,,,,
11128,上海博物馆,佚名 魏了翁肖像册,,,,明,,绘画,,,,
11129,上海博物馆,张庚 山水图册,,,,清,,绘画,,,,
11130,上海博物馆,刘彦冲 仿古山水图册,,,,清,,绘画,,,,
11131,上海博物馆,华嵒 楼云竹阁图轴,,,,清,,绘画,,,,
11132,上海博物馆,恽寿平 萱花图轴,,,,清,,绘画,,,,
11133,上海博物馆,吴历 拟一峰道人山水图轴,,,,清,,绘画,,,,
11134,上海博物馆,钱杜 云在楼图卷,,,,清,,绘画,,,,
11135,上海博物馆,恽寿平 蔬果图卷,,,,清,,绘画,,,,
11136,上海博物馆,恽寿平 探梅图卷,,,,清,,绘画,,,,
11137,上海博物馆,赵南星 草书杜诗卷,,,,明,,书法,,,,
11138,上海博物馆,周之冕 梅竹图卷,,,,明,,绘画,,,,
11139,上海博物馆,赵孟頫 行书诗卷,,,,元,,书法,,,,
11140,上海博物馆,张荣爱 阿恕伽王经卷第十一,,,,南北朝,,书法,,,,
11141,上海博物馆,佚名 花鸟图纨扇页,,,,明,,绘画,,,,
11142,上海博物馆,佚名 倚松待月图纨扇页,,,,南宋,,绘画,,,,
11143,上海博物馆,姚虞琴 兰竹图轴,,,,近现代,,绘画,,,,
11144,上海博物馆,陈淳 四季花卉屏之一,,,,明,,绘画,,,,
11145,上海博物馆,潘鸿鼎应制文卷,,,,清,,书法,,,,
11146,上海博物馆,黄彦鸿 楷书应制赋卷,,,,清,,书法,,,,
11147,上海博物馆,于式棱应制文卷,,,,清,,书法,,,,
11148,上海博物馆,汤先甲殿试卷,,,,清,,书法,,,,
11149,上海博物馆,南掌国长贺表册,,,,清,,书法,,,,
11150,上海博物馆,高其佩 策驴郊行图轴,,,,清,,绘画,,,,
11151,上海博物馆,朱耷 行书轴,,,,清,,书法,,,,
11152,上海博物馆,伊秉绶 行书七言联,,,,清,,书法,,,,
11153,上海博物馆,文震孟 行书千字文卷,,,,明,,书法,,,,
11154,上海博物馆,翟大坤 蜀葵图轴,,,,清,,绘画,,,,
11155,上海博物馆,李流芳 行书诗轴,,,,明,,书法,,,,
11156,上海博物馆,文伯仁 溪山深秀图轴,,,,明,,绘画,,,,
11157,上海博物馆,盛茂颖 观瀑图轴,,,,明,,绘画,,,,
11158,上海博物馆,张瑞图 行书诗轴,,,,明,,书法,,,,
11159,上海博物馆,吕纪 竹溪鸳鸯图轴,,,,明,,绘画,,,,
11160,上海博物馆,施润章 行书诗轴,,,,清,,书法,,,,
11161,上海博物馆,黄道周 行书诗轴,,,,明,,书法,,,,
11162,上海博物馆,娄坚 行书诗轴,,,,明,,书法,,,,
11163,上海博物馆,钱勰 行书跋颜真卿书祭侄稿帖卷,,,,北宋,,书法,,,,
11164,上海博物馆,陈淳 观月图轴,,,,明,,绘画,,,,
11165,上海博物馆,仇英 山下趺坐图轴,,,,明,,绘画,,,,
11166,上海博物馆,马士英 千峰落照图轴,,,,明,,绘画,,,,
11167,上海博物馆,王翚 秋山晓行图轴,,,,清,,绘画,,,,
11168,上海博物馆,潘澄 山水图轴,,,,清,,绘画,,,,
11169,上海博物馆,黄宾虹 勘书图轴,,,,近现代,,绘画,,,,
11170,上海博物馆,徐悲鸿 游天平山图轴,,,,近现代,,绘画,,,,
11171,上海博物馆,徐悲鸿 蕉叶蜻蜓图轴,,,,近现代,,绘画,,,,
11172,上海博物馆,徐悲鸿 柳鹊图轴,,,,近现代,,绘画,,,,
11173,上海博物馆,齐白石 罗汉像轴,,,,近现代,,绘画,,,,
11174,上海博物馆,齐白石 稻穗图轴,,,,近现代,,绘画,,,,
11175,上海博物馆,齐白石 棕榈雉鸡图轴,,,,近现代,,绘画,,,,
11176,上海博物馆,徐渭 梅花芭蕉图轴,,,,明,,绘画,,,,
11177,上海博物馆,恽寿平 摹李晞古松风溪阁图轴,,,,清,,绘画,,,,
11178,上海博物馆,吴历 拟巨然山水图轴,,,,清,,绘画,,,,
11179,上海博物馆,华嵒 花鸟图卷,,,,清,,绘画,,,,
11180,上海博物馆,唐英等 绘画集册,,,,清,,绘画,,,,
11181,上海博物馆,朱彝尊等 行书诗翰册,,,,清,,书法,,,,
11182,上海博物馆,齐白石 枫叶图轴,,,,近现代,,绘画,,,,
11183,上海博物馆,刘墉、马继融 书画成扇,,,,清,,绘画,,,,
11184,上海博物馆,恢寿平 竹石图页,,,,清,,绘画,,,,
11185,上海博物馆,蒋宝龄 水集图册,,,,清,,绘画,,,,
11186,上海博物馆,陈撰 杂画册,,,,清,,绘画,,,,
11187,上海博物馆,郑燮 兰竹图轴,,,,清,,绘画,,,,
11188,上海博物馆,古维文卖地契,,,,清,,书法,,,,
11189,上海博物馆,阿拉伯文（古维文）卖奴隶契页,,,,清,,书法,,,,
11190,上海博物馆,阿拉伯文（古维文）卖地契页,,,,清,,书法,,,,
11191,上海博物馆,邹氏婚帖卷,,,,清,,书法,,,,
11192,上海博物馆,大清国致大古巴国国书册,,,,清,,书法,,,,
11193,上海博物馆,兵部职方清吏司咨文册,,,,明,,书法,,,,
11194,上海博物馆,何绍基 行书逍遥篇屏,,,,清,,绘画,,,,
11195,上海博物馆,龚橙 行书屏,,,,清,,绘画,,,,
11196,上海博物馆,詹景凤 草书唐诗屏,,,,明,,书法,,,,
11197,上海博物馆,龚橙 行书屏,,,,清,,书法,,,,
11198,上海博物馆,陈名夏等 杂诗册之四,,,,明,,书法,,,,
11199,上海博物馆,陈名夏等 杂诗册之三,,,,明,,书法,,,,
11200,上海博物馆,陈名夏等 杂诗册之二,,,,明,,书法,,,,
11201,上海博物馆,陈名夏等 杂诗册之一,,,,明,,书法,,,,
11202,上海博物馆,高凤翰 隶书五言联,,,,清,,书法,,,,
11203,上海博物馆,赵之谦 隶书七言联,,,,清,,书法,,,,
11204,上海博物馆,龚橙 行书七言联,,,,清,,书法,,,,
11205,上海博物馆,查昇 行书七言联,,,,清,,书法,,,,
11206,上海博物馆,保嘉正 草书七言联,,,,清,,书法,,,,
11207,上海博物馆,桂馥 隶书五言联,,,,清,,书法,,,,
11208,上海博物馆,黎简 行书七言联,,,,清,,书法,,,,
11209,上海博物馆,张熊 桃花图成扇,,,,清,,绘画,,,,
11210,上海博物馆,周鲲 雪景山水成扇,,,,清,,绘画,,,,
11211,上海博物馆,玄烨 行书成扇,,,,清,,书法,,,,
11212,上海博物馆,吴熙载 书画成扇,,,,清,,绘画,,,,
11213,上海博物馆,吴玫、吴熙载 书画成扇,,,,清,,绘画,,,,
11214,上海博物馆,任薰 人物图成扇,,,,清,,绘画,,,,
11215,上海博物馆,吴大澂 书画成扇,,,,清,,绘画,,,,
11216,上海博物馆,陈沂 山水图成扇,,,,清,,绘画,,,,
11217,上海博物馆,赵之谦 花卉图成扇,,,,清,,绘画,,,,
11218,上海博物馆,张熊 三秋图成扇,,,,清,,绘画,,,,
11219,上海博物馆,倪田 仕女图纨扇,,,,近现代,,绘画,,,,
11220,上海博物馆,任颐 兰石图纨扇,,,,清,,绘画,,,,
11221,上海博物馆,虚谷 岁朝清供图页,,,,清,,绘画,,,,
11222,上海博物馆,任薰 探梅图扇页,,,,清,,绘画,,,,
11223,上海博物馆,李流芳 水仙竹菊图页之二,,,,明,,绘画,,,,
11224,上海博物馆,李流芳 水仙竹菊图页之一,,,,明,,绘画,,,,
11225,上海博物馆,赵澄 张林宗肖像图册,,,,清,,绘画,,,,
11226,上海博物馆,张慎言 钱龙锡 行书合册,,,,清,,书法,,,,
11227,上海博物馆,汤右曾、查昇等 行书诗册,,,,清,,书法,,,,
11228,上海博物馆,曹寅、舒桢等 书画册,,,,清,,绘画,,,,
11229,上海博物馆,方薰 蜀道归装图册,,,,清,,绘画,,,,
11230,上海博物馆,吴山涛 行书诗册,,,,清,,书法,,,,
11231,上海博物馆,姜宸英 奏稿册,,,,清,,书法,,,,
11232,上海博物馆,李光地 行书册,,,,清,,书法,,,,
11233,上海博物馆,严绳孙、叶方蔼等 书画集册,,,,清,,书法,,,,
11234,上海博物馆,翁雒 花鸟草虫册,,,,清,,绘画,,,,
11235,上海博物馆,清 张可度 山水册,,,,清,,绘画,,,,
11236,上海博物馆,吴友如 仕女图册,,,,清,,绘画,,,,
11237,上海博物馆,王撰 书画册,,,,清,,绘画,,,,
11238,上海博物馆,笪重光 山水册,,,,清,,绘画,,,,
11239,上海博物馆,爰棠、吴心惠 山水仕女合册,,,,清,,绘画,,,,
11240,上海博物馆,文伯仁 秋岩观瀑图轴,,,,明,,绘画,,,,
11241,上海博物馆,文徵明 秋山策蹇图轴,,,,明,,绘画,,,,
11242,上海博物馆,佚名 漪香夫人采芝图轴,,,,清,,绘画,,,,
11243,上海博物馆,上官周 台阁春光图轴,,,,清,,绘画,,,,
11244,上海博物馆,米万钟 行书五绝诗轴,,,,明,,书法,,,,
11245,上海博物馆,蓝孟 云壑清秋图轴,,,,清,,绘画,,,,
11246,上海博物馆,佚名 佛像图轴,,,,明,,绘画,,,,
11247,上海博物馆,张赐宁 杨柳扁豆图轴,,,,清,,绘画,,,,
11248,上海博物馆,佚名 北岳图轴,,,,明,,绘画,,,,
11249,上海博物馆,沈天骧 蜂猴图轴,,,,清,,绘画,,,,
11250,上海博物馆,赵岫 墨竹图轴,,,,明,,绘画,,,,
11251,上海博物馆,周道行 岁朝观赏图轴,,,,明,,绘画,,,,
11252,上海博物馆,王时翼 弦管醉春图轴,,,,清,,绘画,,,,
11253,上海博物馆,佚名 参禅图轴,,,,清,,绘画,,,,
11254,上海博物馆,姚文瀚 折槛图轴,,,,清,,绘画,,,,
11255,上海博物馆,恽向 浮峦暖翠图轴,,,,明,,绘画,,,,
11256,上海博物馆,梅清 疏林独步图轴,,,,清,,绘画,,,,
11257,上海博物馆,仰廷宣 万竿竹居图轴,,,,明,,绘画,,,,
11258,上海博物馆,王潜 荷花图轴,,,,清,,绘画,,,,
11259,上海博物馆,费丹旭 刘喜海像轴,,,,清,,绘画,,,,
11260,上海博物馆,张宗苍 岳阳大观图轴,,,,清,,绘画,,,,
11261,上海博物馆,张赐宁 山水轴,,,,清,,绘画,,,,
11262,上海博物馆,闵贞 人物图轴,,,,清,,绘画,,,,
11263,上海博物馆,唐寅 柳荫弈棋图轴,,,,明,,绘画,,,,
11264,上海博物馆,尤荫 泛槎图轴,,,,清,,绘画,,,,
11265,上海博物馆,改琦 鹰雉图轴,,,,清,,绘画,,,,
11266,上海博物馆,周臣 山水轴,,,,明,,绘画,,,,
11267,上海博物馆,米万钟 行书诗轴,,,,明,,绘画,,,,
11268,上海博物馆,袁江 山水通景屏,,,,清,,绘画,,,,
11269,上海博物馆,王引之 临怀素自叙帖屏,,,,清,,绘画,,,,
11270,上海博物馆,袁江 桃源仙境通景屏,,,,清,,绘画,,,,
11271,上海博物馆,李因 松鹰图轴,,,,清,,绘画,,,,
11272,上海博物馆,禹之鼎 仿王蒙山水轴,,,,清,,绘画,,,,
11273,上海博物馆,黄鼎 长江万里图卷,,,,清,,绘画,,,,
11274,上海博物馆,吴昌硕 花卉屏之四,,,,清,,绘画,,,,
11275,上海博物馆,吴昌硕 花卉屏之三,,,,清,,绘画,,,,
11276,上海博物馆,吴昌硕 花卉屏之二,,,,清,,绘画,,,,
11277,上海博物馆,吴昌硕 花卉屏之一,,,,清,,绘画,,,,
11278,上海博物馆,吴友如 百子图轴之三,,,,清,,绘画,,,,
11279,上海博物馆,吴友如 百子图轴之二,,,,清,,绘画,,,,
11280,上海博物馆,吴友如 百子图轴之一,,,,清,,绘画,,,,
11281,上海博物馆,钱杜 山水屏之四,,,,清,,绘画,,,,
11282,上海博物馆,钱杜 山水屏之三,,,,清,,绘画,,,,
11283,上海博物馆,钱杜 山水屏之二,,,,清,,绘画,,,,
11284,上海博物馆,钱杜 山水屏之一,,,,清,,绘画,,,,
11285,上海博物馆,蓝深 垂钓图轴,,,,清,,绘画,,,,
11286,上海博物馆,曹垣 山下弈棋图轴,,,,清,,绘画,,,,
11287,上海博物馆,吴达 山下读书图轴,,,,清,,绘画,,,,
11288,上海博物馆,朱其昌 采芝图轴,,,,清,,绘画,,,,
11289,上海博物馆,王时敏 临水柴门图轴,,,,清,,绘画,,,,
11290,上海博物馆,王璋 行书诗轴,,,,清,,书法,,,,
11291,上海博物馆,倪田 松鼠图轴,,,,清,,绘画,,,,
11292,上海博物馆,胡升猷 行书诗轴,,,,清,,书法,,,,
11293,上海博物馆,黄汝亨 行书诗轴,,,,明,,书法,,,,
11294,上海博物馆,朱彝尊 隶书轴,,,,清,,书法,,,,
11295,上海博物馆,袁耀 九成宫通景屏,,,,清,,绘画,,,,
11296,上海博物馆,华嵒 桃花源图轴,,,,清,,绘画,,,,
11297,上海博物馆,佚名 观潮图轴,,,,清,,绘画,,,,
11298,上海博物馆,潭嵘 马惊销夏图轴,,,,清,,绘画,,,,
11299,上海博物馆,王宜 西园雅集图轴,,,,清,,绘画,,,,
11300,上海博物馆,归昌世 墨竹屏之四,,,,明,,绘画,,,,
11301,上海博物馆,归昌世 墨竹屏之三,,,,明,,绘画,,,,
11302,上海博物馆,归昌世 墨竹屏之二,,,,明,,绘画,,,,
11303,上海博物馆,归昌世 墨竹屏之一,,,,明,,绘画,,,,
11304,上海博物馆,齐白石、曹克家 紫藤猫蝶图轴,,,,近现代,,绘画,,,,
11305,上海博物馆,钱维乔 江南山秀图轴,,,,清,,绘画,,,,
11306,上海博物馆,高嵡 三鼠图轴,,,,近现代,,绘画,,,,
11307,上海博物馆,齐白石 梅花绶带图轴,,,,近现代,,绘画,,,,
11308,上海博物馆,任颐 仕女轴,,,,清,,绘画,,,,
11309,上海博物馆,任颐 仕女图轴,,,,清,,绘画,,,,
11310,上海博物馆,张养蒙 行书诗轴,,,,明,,书法,,,,
11311,上海博物馆,蒋尺玉 寿星像轴,,,,清,,绘画,,,,
11312,上海博物馆,程君祚、汪宗晋 许礼畊小像轴,,,,清,,绘画,,,,
11313,上海博物馆,张瑞图 草书诗轴,,,,明,,书法,,,,
11314,上海博物馆,袁阶 山水轴,,,,明,,绘画,,,,
11315,上海博物馆,张熊、任颐 萱石图轴,,,,清,,绘画,,,,
11316,上海博物馆,杨濬 行书诗轴,,,,清,,书法,,,,
11317,上海博物馆,米汉雯 行书诗轴,,,,清,,书法,,,,
11318,上海博物馆,王澍 篆书轴,,,,清,,书法,,,,
11319,上海博物馆,吴宽 行书轴,,,,明,,书法,,,,
11320,上海博物馆,任熊 椿萱并茂图轴,,,,清,,绘画,,,,
11321,上海博物馆,李因 鸳鸯图轴,,,,清,,绘画,,,,
11322,上海博物馆,吴山涛 行书诗轴,,,,清,,书法,,,,
11323,上海博物馆,靳沂 荷花图轴,,,,清,,绘画,,,,
11324,上海博物馆,王弘撰 行书诗轴,,,,清,,书法,,,,
11325,上海博物馆,何其仁 墨兰图轴,,,,清,,绘画,,,,
11326,上海博物馆,张一鹄 春牛涉水图轴,,,,清,,绘画,,,,
11327,上海博物馆,秦祖永 山水轴,,,,清,,绘画,,,,
11328,上海博物馆,顾尊寿、徐迪 合作计青辚肖像轴,,,,清,,绘画,,,,
11329,上海博物馆,李麟 文殊像轴,,,,明,,绘画,,,,
11330,上海博物馆,方大猷 龙江烟雨图轴,,,,清,,绘画,,,,
11331,上海博物馆,朱伦瀚 花鸟轴,,,,清,,绘画,,,,
11332,上海博物馆,高崙 木棉图轴,,,,近现代,,绘画,,,,
11333,上海博物馆,文彭 行书诗轴,,,,明,,书法,,,,
11334,上海博物馆,徐鼎 石壁题图轴,,,,清,,绘画,,,,
11335,上海博物馆,吴昌硕 天竺水仙图轴,,,,清,,绘画,,,,
11336,上海博物馆,梅翀 松石图轴,,,,清,,绘画,,,,
11337,上海博物馆,文定 梅花双雀图轴,,,,清,,绘画,,,,
11338,上海博物馆,石涛、博尔都 书画合轴,,,,清,,绘画,,,,
11339,上海博物馆,方嵩 空山积雪图轴,,,,清,,绘画,,,,
11340,上海博物馆,马元驭 落花游鱼图轴,,,,清,,绘画,,,,
11341,上海博物馆,马履泰 秋山楼阁图轴,,,,清,,绘画,,,,
11342,上海博物馆,任预 烟寺晚钟图轴,,,,清,,绘画,,,,
11343,上海博物馆,吴穀祥 怪石寒藤图轴,,,,清,,绘画,,,,
11344,上海博物馆,张明 观音像轴,,,,明,,绘画,,,,
11345,上海博物馆,齐白石 雏鸡图轴,,,,近现代,,绘画,,,,
11346,上海博物馆,齐白石 紫藤图轴,,,,近现代,,绘画,,,,
11347,上海博物馆,齐白石 红梅图轴,,,,近现代,,绘画,,,,
11348,上海博物馆,龚贤 山水图页,,,,清,,绘画,,,,
11349,上海博物馆,赵之谦 书画纨扇轴,,,,清,,书法,,,,
11350,上海博物馆,严元照 草书诗轴,,,,清,,书法,,,,
11351,上海博物馆,董锡龄 碧溪上人像轴,,,,清,,绘画,,,,
11352,上海博物馆,范汝河 行书后赤壁赋册,,,,明,,书法,,,,
11353,上海博物馆,佚名 朱西洲像卷,,,,明,,绘画,,,,
11354,上海博物馆,娄坚 行书杜诗十首册,,,,明,,书法,,,,
11355,上海博物馆,邢侗 临圣教序册,,,,明,,书法,,,,
11356,上海博物馆,朱彝尊、钱大昕等 九家诗翰册,,,,清,,书法,,,,
11357,上海博物馆,冯勖 进闽十艰图册,,,,清,,绘画,,,,
11358,上海博物馆,万寿祺 楷书金刚经册,,,,明,,书法,,,,
11359,上海博物馆,毛奇龄 西河杂诗册,,,,清,,书法,,,,
11360,上海博物馆,陶宏 仕女册,,,,清,,绘画,,,,
11361,上海博物馆,严英 山水册,,,,清,,绘画,,,,
11362,上海博物馆,沈周 泛舟访友图卷,,,,明,,绘画,,,,
11363,上海博物馆,费丹旭 摹岘山逸老堂图卷,,,,清,,绘画,,,,
11364,上海博物馆,许坚 摹墨井湖山秋晓图卷,,,,清,,绘画,,,,
11365,上海博物馆,蒋蔼 云山变幻图卷,,,,明,,绘画,,,,
11366,上海博物馆,佚名 孔门弟子图卷,,,,元,,绘画,,,,
11367,上海博物馆,张穆 八骏图卷,,,,清,,绘画,,,,
11368,上海博物馆,朱栻 桃源图卷,,,,明,,绘画,,,,
11369,上海博物馆,刘墉 行书游道场山诗卷,,,,清,,绘画,,,,
11370,上海博物馆,陈芹 江上渔舟图轴,,,,明,,绘画,,,,
11371,上海博物馆,高凤翰 行书诗卷,,,,清,,书法,,,,
11372,上海博物馆,陈淳 四季花卉卷,,,,明,,绘画,,,,
11373,上海博物馆,玄烨 遗诏卷,,,,清,,书法,,,,
11374,上海博物馆,王宸 临十老图卷,,,,清,,绘画,,,,
11375,上海博物馆,卜舜年 秋山图卷,,,,清,,绘画,,,,
11376,上海博物馆,唐时昇 行书寿朱济之文卷,,,,明,,书法,,,,
11377,上海博物馆,郑士芳、郭敏磐 铁松金石图卷,,,,清,,绘画,,,,
11378,上海博物馆,祝允明 草书梅花诗卷,,,,明,,绘画,,,,
11379,上海博物馆,张淇 志矩斋读书图卷,,,,清,,绘画,,,,
11380,上海博物馆,王宠 草书诗册,,,,明,,书法,,,,
11381,上海博物馆,萧一芸 山水册,,,,清,,绘画,,,,
11382,上海博物馆,年羹尧 行书诗轴,,,,清,,书法,,,,
11383,上海博物馆,余煌 行书诗轴,,,,明,,书法,,,,
11384,上海博物馆,憨民 水仙图轴,,,,清,,绘画,,,,
11385,上海博物馆,华鲲 牧童图轴,,,,清,,绘画,,,,
11386,上海博物馆,改琦 壶公像图轴,,,,清,,绘画,,,,
11387,上海博物馆,弘瑜 山水轴,,,,清,,绘画,,,,
11388,上海博物馆,吴旭 古木归鸦图轴,,,,清,,绘画,,,,
11389,上海博物馆,高弘图 行书诗轴,,,,明,,书法,,,,
11390,上海博物馆,陈继儒 行书诗轴,,,,明,,书法,,,,
11391,上海博物馆,纪之竹 行书诗轴,,,,清,,书法,,,,
11392,上海博物馆,缪素筠 腊梅山茶图轴,,,,清,,绘画,,,,
11393,上海博物馆,文从简 松壑观泉图卷,,,,明,,绘画,,,,
11394,上海博物馆,文震亨 山水轴,,,,明,,绘画,,,,
11395,上海博物馆,钱穀 行书轴,,,,明,,书法,,,,
11396,上海博物馆,张一鹄 山水轴,,,,清,,绘画,,,,
11397,上海博物馆,曹思邈 行书诗轴,,,,明,,书法,,,,
11398,上海博物馆,王云、吴待秋 朱孝臧校词图轴,,,,近现代,,绘画,,,,
11399,上海博物馆,吴应箕 行书轴,,,,明,,书法,,,,
11400,上海博物馆,李三才 行书诗轴,,,,明,,书法,,,,
11401,上海博物馆,张孝思 行书轴,,,,清,,书法,,,,
11402,上海博物馆,曹贞秀 楷书轴,,,,清,,书法,,,,
11403,上海博物馆,郑珍 篆书轴,,,,清,,书法,,,,
11404,上海博物馆,韩菼 行书轴,,,,清,,书法,,,,
11405,上海博物馆,倪元璐 行书轴,,,,明,,书法,,,,
11406,上海博物馆,彭定求 行书诗轴,,,,清,,书法,,,,
11407,上海博物馆,宋曹 行书轴,,,,清,,书法,,,,
11408,上海博物馆,黄机 行书诗轴,,,,清,,书法,,,,
11409,上海博物馆,文点 行书轴,,,,清,,书法,,,,
11410,上海博物馆,冯大受 行书诗轴,,,,明,,书法,,,,
11411,上海博物馆,褚廷琯 行书诗轴,,,,清,,书法,,,,
11412,上海博物馆,唐文献等 诗翰集册,,,,明,,书法,,,,
11413,上海博物馆,钱博等 诗翰集册,,,,明,,书法,,,,
11414,上海博物馆,吕克孝 行书书翰册,,,,明,,书法,,,,
11415,上海博物馆,囗朠 行书书翰页,,,,元,,书法,,,,
11416,上海博物馆,公谅 行书书翰页,,,,元,,书法,,,,
11417,上海博物馆,田畯 行书诗轴,,,,清,,书法,,,,
11418,上海博物馆,徐枋 行书诗轴,,,,清,,书法,,,,
11419,上海博物馆,林则徐 行书轴,,,,清,,书法,,,,
11420,上海博物馆,祁豸佳 行书轴,,,,明,,书法,,,,
11421,上海博物馆,张孝祥 行书泾川帖页,,,,南宋,,书法,,,,
11422,上海博物馆,张孝祥 行书柴沟帖页,,,,南宋,,书法,,,,
11423,上海博物馆,张骏 草书轴,,,,明,,书法,,,,
11424,上海博物馆,蒋仁 行书轴,,,,清,,书法,,,,
11425,上海博物馆,金农 隶书华山碑轴,,,,清,,书法,,,,
11426,上海博物馆,王宗炎 楷书轴,,,,清,,书法,,,,
11427,上海博物馆,陈言 蒋桐孙肖像轴,,,,清,,绘画,,,,
11428,上海博物馆,薛开 行书诗轴,,,,明,,书法,,,,
11429,上海博物馆,彭企严 行书诗轴,,,,清,,书法,,,,
